x,y
-0.42704674,-0.10536600
-0.39513477,-0.21056150
-0.26437342,0.19048169
-1.14755418,-0.18806684
-0.49791099,0.55156068
0.17470761,0.34090193
-0.30386488,0.57281427
-0.50559235,0.05056597
0.09073546,-0.42382690
-0.65389228,0.24965854
-0.07545155,0.75985586
-0.23540760,-0.06442995
-0.25793627,0.40406805
-1.11211839,-0.10107106
0.06712469,-0.50898252
-0.14132700,-0.07263459
-0.55371584,-0.04985099
-0.90860810,-0.10585510
-0.01414721,-0.29670980
-0.14823277,0.62341865
-0.56100975,-0.39543377
0.18118046,0.11363155
0.23159587,0.22755227
0.17960601,-0.07267306
-0.28089476,0.60034323
-0.28860961,-0.28693445
-0.68048105,0.11666594
-0.19505561,-0.08930666
-0.47639594,0.12262778
-0.10455504,0.85827552
0.08454309,0.58468404
-1.01292072,-0.11701661
-0.29301897,-0.29745306
-0.12015428,-0.68866108
-0.49918204,-0.23652659
-0.33322532,0.58149892
0.15073056,-0.30180998
-0.44380596,-0.47414389
-1.07231505,-0.23090091
-0.03683022,0.63541432
0.02966865,-0.10823073
-0.11315281,-0.08647883
-0.84401656,-0.10666022
0.08279177,0.12289074
-0.13547894,0.08353132
-0.07248180,-0.14729287
-0.28006459,0.51021553
-0.57723913,-0.38355042
0.11228203,-0.39531710
-1.13988107,-0.01232795
-0.44845592,0.05655451
-0.25828303,-0.49283818
-0.30182463,-0.10965328
0.13221062,0.54941628
-0.66904971,0.06454444
0.21266734,0.47703272
-1.01772848,-0.24114502
0.26528248,0.16980390
-0.10277929,-0.85524611
-0.08367594,0.70480803
-0.10687802,-0.18711823
-0.25111331,0.57331385
-0.93035155,-0.22573663
-0.61532824,0.36818887
0.25051154,0.53523542
-0.53329989,-0.12025770
-0.22148176,-0.30011603
-0.40112905,0.07187909
-0.49476395,0.56550910
-0.11838514,-0.50784824
-0.26264775,-0.02407151
-0.81346299,-0.05362829
-0.63576631,0.33595392
-1.06069288,0.04899425
-0.68698333,-0.18010975
-0.08815677,-0.23716299
-0.00290229,0.04100497
-0.45151947,-0.54797749
-0.00536920,0.13947433
-0.32266141,0.40817162
-0.53044553,0.56641333
-1.03814116,0.17732090
-0.10834640,-0.81373082
-0.27396921,-0.48871620
-0.46163354,-0.54762211
-0.70117135,0.12400541
-0.07272214,-0.30768183
-0.20255702,-0.76447903
0.11107577,0.44366069
-0.67875730,0.06411367
-0.35492898,-0.08524135
0.30513495,0.39884249
-0.05340858,0.58517549
-0.43500820,0.16082905
-0.71032454,-0.04019577
-1.16869665,-0.10299438
-0.79856537,0.04175079
-0.67877775,0.20062280
-0.66838762,-0.02875461
0.10208589,0.49607326
-0.50271732,0.43654290
-0.41086615,0.33969826
-0.63820820,-0.32198878
-0.97180613,-0.01856506
0.09362621,-0.23254383
-0.22936412,0.14516994
-0.39543000,-0.17268428
0.19008073,0.01239973
-1.01881136,0.05202715
-1.15397234,0.05216784
0.10671259,-0.16827686
-0.28950569,0.53510331
-0.13252785,0.82192374
0.01257397,-0.23889314
-0.85911725,0.17818517
0.34070630,-0.24096558
-0.30997366,-0.44803638
0.20815030,0.43397907
-0.11526473,-0.81304894
-1.04336684,-0.02769968
-0.11983979,-0.64504902
-0.83716576,-0.13378543
-0.17535778,-0.52888810
-0.32263047,-0.16820445
-0.42920864,0.47274268
-0.19590597,0.06692037
-0.17168874,-0.13880548
-0.14122840,0.36654575
0.09404054,0.12309421
0.09102854,0.15289428
0.10802273,-0.55986940
-0.46071389,0.46294511
-0.59950941,0.15499651
-0.11763436,-0.74459338
-0.19135563,-0.28617559
-1.06886616,-0.07641864
0.04306862,-0.43251633
-0.47209141,-0.21516057
-0.41558279,-0.51439888
-1.22980999,-0.06527855
-0.50098564,-0.40995354
-0.30578237,0.52413711
-0.97762094,-0.02906506
-0.29695197,0.22098057
0.02750135,-0.46395397
-0.29879055,0.21366307
0.10856614,-0.09004553
-0.83793814,-0.14197066
-0.06797476,-0.18119861
-0.25556923,0.24258407
0.15582543,0.42861380
-0.37783614,0.56823205
-0.02704555,-0.58899687
-1.16620690,-0.10630781
-0.38592072,-0.27273586
-0.18813846,-0.48967970
-0.24469125,-0.55242715
0.00900408,-0.57344542
0.11666714,-0.46024079
-0.47859750,-0.42489973
0.26348049,0.44660419
0.20491229,-0.47105836
-0.30413301,0.35978641
-0.81983455,-0.09555149
-0.53056887,-0.10930452
-0.13820206,-0.45884952
-0.55658234,-0.46468116
-0.39551800,0.21814682
-0.42365630,0.22021064
0.16998379,0.03482880
0.13907736,0.50619591
-0.40942046,-0.50379364
-1.21215072,0.11484213
-0.08782945,0.15211018
-0.42967002,-0.00644666
-0.15506905,0.30370963
0.07129148,0.46727195
-0.58357650,0.25670471
-0.13569522,-0.43667115
-1.09873222,-0.07396498
-0.14651376,0.46270645
-0.08783345,-0.54328872
-0.39118640,0.56874527
-0.50786407,-0.02610457
-0.39917591,0.23355964
0.21178759,-0.50372796
-0.27378435,0.51318146
-0.38450604,0.32356616
-1.00519887,-0.20683783
-0.36066249,0.17874822
-0.06094871,-0.69116383
-1.11533843,0.03276748
-0.09234699,0.29367466
0.22691556,-0.27055101
-0.23021777,-0.09956855
-0.10530788,0.55925213
-0.46850770,-0.20463913
-0.15998622,0.80306861
0.03060797,-0.41776298
-0.06017039,-0.46354145
-0.75821698,-0.04969888
-0.64705359,0.22274707
-0.48395639,-0.04923882
-0.22102588,0.32594417
-0.69689989,0.06815832
0.20792593,-0.01123003
-1.04849011,0.11031577
-0.26309139,0.36759047
0.01337769,0.13897872
0.09316143,-0.01995417
-0.39441162,0.23869134
0.04654303,-0.58933436
-0.97953795,0.04866793
-0.11127622,0.23668143
-0.50273942,0.38534271
-0.51303865,-0.29384587
-0.18038360,0.02787309
-0.15696472,0.67856153
-0.41849497,-0.51389166
-0.81140427,-0.15056299
-0.05355871,-0.79025600
-0.13397225,0.34556063
-0.01775330,-0.00871832
-0.12909926,-0.22737446
-0.55773633,0.39402887
-0.61997200,0.41671846
-0.93079946,-0.16772014
-0.02240635,0.33280449
-1.00167364,-0.07519863
-0.21066708,-0.57357268
-0.34869536,0.43978031
0.32077240,0.35983065
-0.58444653,-0.28680659
-0.14447448,-0.44524666
-0.22210921,0.54121797
0.33067943,0.15629440
-0.13431218,0.11229793
-0.02239685,0.22898543
-0.18000251,-0.07464934
-0.34257509,0.35400462
-0.18853507,0.61586660
-0.91372118,0.23334727
0.16397881,-0.04208019
-0.26548282,-0.56870115
-1.23986847,0.03270602
-0.58118613,0.02983915
0.29297243,-0.14348114
-0.39136061,-0.14495505
-0.24849520,0.34124396
0.16509703,0.38997920
-0.94814707,0.06445092
-0.04944989,-0.15387411
-0.37277303,-0.02002463
-0.18123889,-0.69445207
0.21472609,-0.22227388
-0.08047636,0.37055434
0.25635251,0.09963387
0.26310106,0.44696002
-0.47006080,0.25660461
-0.13070323,0.18384651
-0.54709189,0.34070525
0.05061929,-0.15754556
-0.88928596,0.19957706
-0.31354005,0.08538664
-1.21139094,-0.03345816
-0.09205862,0.18248265
-0.14354805,-0.24759194
0.05873241,0.15175053
-0.63896821,-0.06241127
0.06052059,-0.10293516
-0.43828359,0.08429491
-1.09149440,0.01728938
-1.36008119,0.00111186
0.06625910,-0.34414746
-0.30937836,-0.53439847
-0.58818770,0.21555694
-0.42595223,-0.18384323
-0.41092789,-0.17858397
0.13713083,0.48970622
-0.51306146,-0.36164239
0.18122041,-0.05413036
0.33483897,-0.19932176
0.08802847,-0.54558367
-0.24763437,0.03649503
0.32608538,-0.12952529
-0.05212306,-0.80349232
-0.17325086,0.18254908
0.17571873,-0.22005015
-0.45770376,0.05479815
0.24375327,-0.53628491
-0.16771487,-0.69035950
-0.02557718,0.31545133
-0.61048618,-0.25663519
0.18683198,-0.39147017
-0.65540300,-0.10393435
0.11709596,0.46816740
-0.88522411,-0.10250270
0.07727487,0.01848527
-0.34267612,0.57247306
0.15489718,-0.05508321
0.23009039,-0.19957058
-0.06989625,-0.56134008
-1.09648595,-0.22634481
-0.35831855,0.62371568
-0.69934108,0.00656665
-1.07332827,-0.21632181
-0.53455056,-0.20405061
0.12796251,-0.40234122
-0.44005754,0.00346749
-0.89542592,-0.12304626
-0.25766353,-0.60224637
0.11627537,-0.04647492
-0.46351640,0.11087111
0.28351425,-0.44453797
0.26984021,-0.54214191
0.22966791,0.33797533
-0.26644091,0.09680637
-0.41597126,-0.35347799
-0.19836316,0.26132173
-0.03190470,0.01033540
0.30655444,0.25339174
-1.38040802,0.01215035
-0.78843036,0.08127304
0.08099955,-0.04473051
-0.24146198,-0.41775729
-0.99834331,-0.10755575
-0.53245548,-0.20604596
-0.17333007,0.80193081
-0.27225265,0.29663289
0.31085234,-0.25841459
-0.76490682,0.00031132
-0.35167453,0.31095521
0.04716750,-0.08270544
0.36509180,0.32540448
-0.43170073,0.32172707
0.03200240,0.45278372
-0.26169253,-0.43142950
-0.30061529,-0.40756262
-0.84702856,-0.06481840
-0.67623550,0.09665378
-0.34050449,0.40753171
-0.29507636,0.60999889
0.26851315,0.26360918
-0.39687136,-0.20028784
-0.18933618,0.37042290
0.06650180,0.01143795
-0.69044893,-0.09226421
0.16823124,0.35107497
-0.12747111,-0.01075928
-0.13808701,0.13151180
-0.41877483,0.48951920
-1.02188899,0.17121571
0.28710363,0.49906831
-0.14931388,-0.27539063
-0.30739050,-0.48663740
0.35673354,0.30906256
0.09067312,0.33378869
-0.00692842,-0.05836942
-0.12605642,0.58554274
0.02175691,-0.45421769
-0.17767963,-0.59958392
-0.70497424,-0.18943642
-0.25080629,-0.54311110
-0.10983490,0.51475976
-0.30893503,-0.31236743
-0.48362310,0.31046015
-0.17964288,0.26802440
-0.34921644,-0.08100997
-0.40404456,0.28583014
-0.37361483,0.47895708
-0.44468275,0.13804239
-1.13653053,-0.06991554
0.04214576,0.02673207
-0.14108241,0.36995839
0.18793546,0.20736278
-0.29027805,0.57836097
-0.03537169,-0.15376009
-0.69967413,-0.12309216
-0.04946229,0.16722846
-0.18903096,0.69645558
-0.34449188,0.62091177
-0.95716242,0.16564873
0.24131151,0.42608164
-0.17777058,0.55945826
-0.99701228,-0.27081425
-0.35388943,-0.09716103
-0.35011433,0.15160157
-0.17602751,0.04657976
-1.11766266,0.04764192
0.16044453,-0.35447457
-0.24181121,-0.42004371
-0.27728975,-0.57150355
-0.10795605,-0.88764415
0.32442295,0.11293751
-1.05088808,0.22901998
-0.20324530,-0.27505792
-0.99115448,0.02068482
0.15430547,-0.24200213
-0.38192645,0.26837023
0.28043685,-0.14528444
-0.69339461,0.16519509
-0.19480390,0.35472503
-0.26250010,-0.12429174
-0.31554722,0.48737777
-0.12386359,-0.30021703
-0.09351040,-0.23548343
-0.46012069,0.11244304
-0.28120135,-0.27661416
-0.49933586,0.09245658
-0.15192081,-0.20844040
-0.47340555,-0.49488489
-0.73957799,0.03147595
-0.14464426,0.18206181
0.09030129,0.45287991
-0.47203787,-0.58363721
-0.91772903,0.24338392
0.25082989,-0.05618551
-1.17146973,0.07661917
-1.00498541,0.04320237
-0.13619157,-0.77236824
0.17165336,-0.49607263
-0.46123540,-0.08430063
0.13076318,-0.37717407
-0.43065877,0.25452909
-0.25456437,0.35372346
-0.05256629,0.53423379
-0.07999874,-0.14872274
0.01654211,-0.19244368
-1.01805799,-0.09462068
-0.89602766,0.21544305
-0.23985643,0.20864803
-0.21293933,-0.23776754
0.31064310,0.36261312
-0.67156626,-0.34197843
-0.47548972,-0.29772206
-0.23858835,-0.30340606
-0.33799880,-0.27189587
0.07297126,0.47741285
-0.64641244,0.44000125
-0.12529990,-0.83188598
-0.38355894,0.57095623
-0.23527947,-0.17279857
-1.21381647,-0.06955660
-0.12288417,0.26157994
-0.92262282,-0.20430817
-0.15095091,0.39662211
-0.24627293,0.34817809
0.26637246,0.17998811
-0.22864361,0.75040713
-0.45353192,0.51787232
-1.16816296,-0.06602394
0.05751765,-0.18372067
-0.58103542,0.08997024
-0.44715511,0.48626556
0.35515269,-0.17457899
-0.55077276,-0.38976182
-0.02169815,0.12992683
-0.31874292,-0.40373170
0.04440082,0.10436628
-1.09957258,-0.19560110
0.06897483,0.57058981
-0.38781893,-0.53126592
-0.12224256,-0.08504057
0.04897326,-0.19606322
-0.04735601,0.37316010
0.03110069,0.44168988
0.08738446,-0.44267140
-0.62422373,0.32856927
0.32604687,-0.25310271
0.09076754,-0.34857221
-1.09977896,0.14612617
0.06609031,-0.36244888
-0.77762403,-0.06646654
0.03057915,0.14638374
-0.06003427,0.79480569
0.07691991,0.26377147
0.27504517,0.49188457
-0.62770952,0.15176937
-0.03438803,0.34127344
0.04671982,0.50580546
-0.47518022,0.06150330
0.26900760,0.47289613
-0.08761548,-0.08292201
-1.22874857,0.08528061
-0.15447194,0.78415511
-0.14720048,-0.72036880
-0.58432391,0.04157157
0.06063512,0.61914227
-0.44475283,-0.54293384
-1.28176637,0.01020220
-0.06507756,-0.23146729
0.04256197,0.45880363
0.25802777,-0.10966237
-1.03770449,0.17242908
-0.18329498,-0.47566325
-1.00028148,-0.19685620
-0.00179398,-0.06251656
-0.01982942,0.38507827
-0.50672042,0.59560547
0.12414101,0.39998147
-0.40899759,0.50562736
0.15563107,-0.46946480
0.02140452,0.47442567
0.14791726,0.10833236
-1.15755318,-0.22561375
-0.81227936,0.09840217
0.10767324,-0.50085522
-0.59136773,-0.01739973
-0.27362739,-0.16844450
-0.54039175,0.05148597
-0.70798979,-0.12478978
-0.53788350,0.03426461
-0.13013915,0.35590739
-0.12858652,0.12779356
-0.47574531,0.19373349
-0.11811224,-0.49475905
-0.96357983,0.16289149
0.17078938,0.44826675
-0.04385407,0.33174498
0.00463180,-0.47389033
0.09185802,-0.52007787
-0.38397065,0.00789381
0.09961905,-0.23421913
-1.25780256,0.01207398
-0.68386054,-0.24160220
-1.08126406,0.13882213
0.25126232,-0.33270445
-0.42044479,-0.22609490
-0.93283108,0.02874320
-0.93996284,-0.19325569
0.08288546,-0.26503822
-0.21115160,-0.21845445
-0.57176712,-0.33612330
0.22410634,-0.29715688
-0.38535299,-0.23460158
0.22554433,-0.15752902
-0.08913628,0.63217655
-0.16850387,-0.60673987
-0.01097168,0.06870400
-0.33183903,-0.59129009
-0.21904992,0.53426888
0.10285762,-0.33198897
0.14542210,-0.25447605
-1.04587370,0.22942240
-0.35218636,0.09807448
0.19152897,-0.19771163
-0.22336317,-0.22137607
0.23283541,-0.07299646
-1.34491515,-0.00225798
-0.70265074,0.07954705
0.13499942,0.12366883
-0.88096221,0.15800914
-0.08191929,-0.34717290
-0.25230857,0.48735517
-0.67863720,-0.20148611
0.16855246,-0.51053436
-1.04067725,0.04048669
-0.37905688,0.55220811
0.20403239,0.52259497
-0.26742035,-0.16453636
-0.20874252,0.01835872
-1.06347258,-0.23528466
-0.53614972,-0.54516216
-1.01047856,0.17917268
-0.39772001,-0.40727906
-1.22042383,0.02783413
0.14470441,-0.24676730
-0.62499774,-0.16777809
-0.95415923,0.18513650
-0.17350921,-0.78885829
-0.20633890,0.78276273
0.10841830,-0.42947564
-0.05919882,-0.24905661
-0.29270735,0.02546089
-0.17055435,0.11297521
0.23287487,-0.06818198
-0.18241379,-0.12609444
0.27502688,0.35364927
-0.86877511,0.20441290
0.28700905,-0.18840384
0.26884979,0.10941151
-0.19916421,-0.53358327
-0.06407882,-0.77941682
-0.60629246,0.08814965
-0.56026738,0.04300232
0.09198894,0.22146906
-0.02579819,-0.59221294
0.20231319,-0.09619716
0.13520626,-0.09018487
-0.23189207,-0.29451662
-0.97508344,0.06836943
-0.94530336,-0.16973355
-0.18114763,-0.45646008
-0.32642031,-0.25019494
-0.47717805,-0.32134056
-0.40849381,-0.10785413
-0.53623768,-0.39569377
-0.21947512,-0.27758829
-0.15687794,0.75766990
-0.02938880,-0.42850124
-0.11423070,0.54342714
-0.07917978,0.21614657
-0.52892050,0.08207732
-0.35665468,0.08991069
-0.32192463,-0.57685261
-0.34476167,-0.13318597
-0.27611428,0.19733867
-0.73010010,0.15060162
-0.20452076,0.62613655
-0.70137102,-0.19959086
0.21539980,0.19664656
-0.90720932,-0.04292064
-0.61565434,-0.18764126
0.31404044,0.51249464
-0.43246022,-0.19217887
-0.45396741,0.30476428
0.17298154,-0.34062952
-0.96679746,-0.04989046
-0.09238739,0.37442901
-0.19786843,0.44870924
-0.32188999,0.18176066
-0.22693901,-0.47491411
0.12126736,0.56346728
0.07967944,0.03439645
-0.16949981,0.49213867
-0.07673712,-0.30055018
-0.50192999,0.45508987
-0.56254410,0.26843562
-0.33488718,-0.47929838
-0.43809861,-0.30407652
0.23592182,-0.29291576
-0.06498493,0.56802916
-0.10435116,-0.66922470
0.06307497,0.17067094
0.25542986,0.39909326
-0.35174390,-0.36546499
-0.19111132,0.79747268
0.07820078,0.34785182
-0.13909139,-0.50263486
-0.16920906,0.28479949
0.00342622,-0.01107649
-0.60169885,-0.34423439
0.07119883,-0.38366883
